iteration_number time radius radius_size sum_phi r_dot velocity_top max_velocity RMS_velocity thickness_boundary porosity_center
99 1.4759e-01 1.6000e+00 65 4.0000e-01 1.0954e+01 -3.2771e-04 -5.4275e-06 -2.8253e-04 5.6834e+04 4.0000e-01
100 1.4782e-01 1.6000e+00 65 3.9999e-01 1.0954e+01 -3.2771e-04 -5.4275e-06 -2.8253e-04 5.6281e+04 3.9999e-01
101 1.4805e-01 1.6000e+00 65 3.9999e-01 1.0954e+01 -3.2771e-04 -5.4275e-06 -2.8253e-04 5.5738e+04 3.9999e-01
102 1.4828e-01 1.6000e+00 65 3.9999e-01 1.0954e+01 -3.2771e-04 -5.4275e-06 -2.8253e-04 5.5206e+04 3.9999e-01
103 1.4851e-01 1.6250e+00 66 3.9999e-01 1.0954e+01 -3.3701e-04 -5.4851e-06 -2.9043e-04 5.3720e+04 3.9999e-01
104 1.4873e-01 1.6250e+00 66 3.9999e-01 1.0954e+01 -3.3701e-04 -5.4851e-06 -2.9043e-04 5.3224e+04 3.9999e-01
105 1.4896e-01 1.6250e+00 66 3.9999e-01 1.0954e+01 -3.3701e-04 -5.4851e-06 -2.9043e-04 5.2738e+04 3.9999e-01
106 1.4919e-01 1.6250e+00 66 3.9999e-01 1.0954e+01 -3.3701e-04 -5.4851e-06 -2.9043e-04 5.2260e+04 3.9999e-01
107 1.4942e-01 1.6250e+00 66 3.9999e-01 1.0954e+01 -3.3701e-04 -5.4851e-06 -2.9043e-04 5.1791e+04 3.9999e-01
108 1.4965e-01 1.6250e+00 66 3.9999e-01 1.0954e+01 -3.3701e-04 -5.4851e-06 -2.9043e-04 5.1330e+04 3.9999e-01
109 1.4988e-01 1.6250e+00 66 3.9999e-01 1.0954e+01 -3.3701e-04 -5.4851e-06 -2.9043e-04 5.0877e+04 3.9999e-01
110 1.5010e-01 1.6250e+00 66 3.9999e-01 1.0954e+01 -3.3701e-04 -5.4851e-06 -2.9043e-04 5.0432e+04 3.9999e-01
111 1.5033e-01 1.6250e+00 66 3.9999e-01 1.0954e+01 -3.3701e-04 -5.4851e-06 -2.9043e-04 4.9995e+04 3.9999e-01
112 1.5056e-01 1.6250e+00 66 3.9999e-01 1.0954e+01 -3.3701e-04 -5.4851e-06 -2.9043e-04 4.9565e+04 3.9999e-01
113 1.5079e-01 1.6500e+00 67 3.9999e-01 1.0954e+01 -3.4635e-04 -5.5410e-06 -2.9835e-04 4.8207e+04 3.9999e-01
114 1.5102e-01 1.6500e+00 67 3.9999e-01 1.0954e+01 -3.4635e-04 -5.5410e-06 -2.9835e-04 4.7807e+04 3.9999e-01
115 1.5125e-01 1.6500e+00 67 3.9999e-01 1.0954e+01 -3.4635e-04 -5.5410e-06 -2.9835e-04 4.7413e+04 3.9999e-01
116 1.5147e-01 1.6500e+00 67 3.9999e-01 1.0954e+01 -3.4635e-04 -5.5410e-06 -2.9835e-04 4.7026e+04 3.9999e-01
117 1.5170e-01 1.6500e+00 67 3.9999e-01 1.0954e+01 -3.4635e-04 -5.5410e-06 -2.9835e-04 4.6645e+04 3.9999e-01
118 1.5193e-01 1.6500e+00 67 3.9999e-01 1.0954e+01 -3.4635e-04 -5.5410e-06 -2.9835e-04 4.6270e+04 3.9999e-01
119 1.5216e-01 1.6500e+00 67 3.9999e-01 1.0954e+01 -3.4635e-04 -5.5410e-06 -2.9835e-04 4.5900e+04 3.9999e-01
120 1.5239e-01 1.6500e+00 67 3.9999e-01 1.0954e+01 -3.4635e-04 -5.5410e-06 -2.9835e-04 4.5537e+04 3.9999e-01
121 1.5261e-01 1.6500e+00 67 3.9999e-01 1.0954e+01 -3.4635e-04 -5.5410e-06 -2.9835e-04 4.5180e+04 3.9999e-01
122 1.5284e-01 1.6500e+00 67 3.9999e-01 1.0954e+01 -3.4635e-04 -5.5410e-06 -2.9835e-04 4.4828e+04 3.9999e-01
123 1.5307e-01 1.6750e+00 68 3.9999e-01 1.0954e+01 -3.5572e-04 -5.5953e-06 -3.0630e-04 4.3582e+04 3.9999e-01
124 1.5330e-01 1.6750e+00 68 3.9999e-01 1.0954e+01 -3.5572e-04 -5.5953e-06 -3.0630e-04 4.3254e+04 3.9999e-01
125 1.5353e-01 1.6750e+00 68 3.9999e-01 1.0954e+01 -3.5572e-04 -5.5953e-06 -3.0630e-04 4.2931e+04 3.9999e-01
126 1.5376e-01 1.6750e+00 68 3.9999e-01 1.0954e+01 -3.5572e-04 -5.5953e-06 -3.0630e-04 4.2612e+04 3.9999e-01
127 1.5398e-01 1.6750e+00 68 3.9999e-01 1.0954e+01 -3.5572e-04 -5.5953e-06 -3.0630e-04 4.2298e+04 3.9999e-01
128 1.5421e-01 1.6750e+00 68 3.9999e-01 1.0954e+01 -3.5572e-04 -5.5953e-06 -3.0630e-04 4.1989e+04 3.9999e-01
129 1.5444e-01 1.6750e+00 68 3.9999e-01 1.0954e+01 -3.5572e-04 -5.5953e-06 -3.0630e-04 4.1684e+04 3.9999e-01
130 1.5467e-01 1.6750e+00 68 3.9999e-01 1.0954e+01 -3.5572e-04 -5.5953e-06 -3.0630e-04 4.1384e+04 3.9999e-01
131 1.5490e-01 1.6750e+00 68 3.9999e-01 1.0954e+01 -3.5572e-04 -5.5953e-06 -3.0630e-04 4.1088e+04 3.9999e-01
132 1.5512e-01 1.6750e+00 68 3.9999e-01 1.0954e+01 -3.5572e-04 -5.5953e-06 -3.0630e-04 4.0796e+04 3.9999e-01
133 1.5535e-01 1.7000e+00 69 3.9999e-01 1.0954e+01 -3.6513e-04 -5.6479e-06 -3.1427e-04 3.9649e+04 3.9999e-01
134 1.5558e-01 1.7000e+00 69 3.9999e-01 1.0954e+01 -3.6513e-04 -5.6479e-06 -3.1427e-04 3.9377e+04 3.9999e-01
135 1.5581e-01 1.7000e+00 69 3.9999e-01 1.0954e+01 -3.6513e-04 -5.6479e-06 -3.1427e-04 3.9108e+04 3.9999e-01
136 1.5604e-01 1.7000e+00 69 3.9999e-01 1.0954e+01 -3.6513e-04 -5.6479e-06 -3.1427e-04 3.8843e+04 3.9999e-01
137 1.5627e-01 1.7000e+00 69 3.9999e-01 1.0954e+01 -3.6513e-04 -5.6479e-06 -3.1427e-04 3.8582e+04 3.9999e-01
138 1.5649e-01 1.7000e+00 69 3.9999e-01 1.0954e+01 -3.6513e-04 -5.6479e-06 -3.1427e-04 3.8324e+04 3.9999e-01
139 1.5672e-01 1.7000e+00 69 3.9999e-01 1.0954e+01 -3.6513e-04 -5.6479e-06 -3.1427e-04 3.8070e+04 3.9999e-01
140 1.5695e-01 1.7000e+00 69 3.9999e-01 1.0954e+01 -3.6513e-04 -5.6479e-06 -3.1427e-04 3.7818e+04 3.9999e-01
141 1.5718e-01 1.7000e+00 69 3.9999e-01 1.0954e+01 -3.6513e-04 -5.6479e-06 -3.1427e-04 3.7571e+04 3.9999e-01
142 1.5741e-01 1.7000e+00 69 3.9999e-01 1.0954e+01 -3.6513e-04 -5.6479e-06 -3.1427e-04 3.7326e+04 3.9999e-01
143 1.5764e-01 1.7250e+00 70 3.9999e-01 1.0954e+01 -3.7457e-04 -5.6990e-06 -3.2227e-04 3.6735e+04 3.9999e-01
144 1.5786e-01 1.7250e+00 70 3.9999e-01 1.0954e+01 -3.7457e-04 -5.6990e-06 -3.2227e-04 3.6501e+04 3.9999e-01
145 1.5809e-01 1.7250e+00 70 3.9999e-01 1.0954e+01 -3.7457e-04 -5.6990e-06 -3.2227e-04 3.6270e+04 3.9999e-01
146 1.5832e-01 1.7250e+00 70 3.9999e-01 1.0954e+01 -3.7457e-04 -5.6990e-06 -3.2226e-04 3.6041e+04 3.9999e-01
147 1.5855e-01 1.7250e+00 70 3.9999e-01 1.0954e+01 -3.7457e-04 -5.6990e-06 -3.2226e-04 3.5816e+04 3.9999e-01
148 1.5878e-01 1.7250e+00 70 3.9999e-01 1.0954e+01 -3.7457e-04 -5.6990e-06 -3.2226e-04 3.5593e+04 3.9999e-01
149 1.5900e-01 1.7250e+00 70 3.9999e-01 1.0954e+01 -3.7457e-04 -5.6990e-06 -3.2226e-04 3.5373e+04 3.9999e-01
150 1.5923e-01 1.7250e+00 70 3.9999e-01 1.0954e+01 -3.7457e-04 -5.6990e-06 -3.2226e-04 3.5156e+04 3.9999e-01
151 1.5946e-01 1.7250e+00 70 3.9999e-01 1.0954e+01 -3.7457e-04 -5.6990e-06 -3.2226e-04 3.4941e+04 3.9999e-01
152 1.5969e-01 1.7250e+00 70 3.9999e-01 1.0954e+01 -3.7457e-04 -5.6990e-06 -3.2226e-04 3.4729e+04 3.9999e-01
153 1.5992e-01 1.7500e+00 71 3.9999e-01 1.0954e+01 -3.8404e-04 -5.7485e-06 -3.3028e-04 2.0422e+04 3.9999e-01
154 1.6015e-01 1.7500e+00 71 3.9999e-01 1.0954e+01 -3.8404e-04 -5.7485e-06 -3.3028e-04 2.0349e+04 3.9999e-01
155 1.6037e-01 1.7500e+00 71 3.9999e-01 1.0954e+01 -3.8404e-04 -5.7485e-06 -3.3028e-04 2.0277e+04 3.9999e-01
156 1.6060e-01 1.7500e+00 71 3.9999e-01 1.0954e+01 -3.8404e-04 -5.7485e-06 -3.3028e-04 2.0205e+04 3.9999e-01
157 1.6083e-01 1.7500e+00 71 3.9999e-01 1.0954e+01 -3.8404e-04 -5.7485e-06 -3.3028e-04 2.0134e+04 3.9999e-01
158 1.6106e-01 1.7500e+00 71 3.9999e-01 1.0954e+01 -3.8404e-04 -5.7485e-06 -3.3028e-04 2.0063e+04 3.9999e-01
159 1.6129e-01 1.7500e+00 71 3.9999e-01 1.0954e+01 -3.8404e-04 -5.7485e-06 -3.3028e-04 1.9993e+04 3.9999e-01
160 1.6151e-01 1.7500e+00 71 3.9999e-01 1.0954e+01 -3.8404e-04 -5.7485e-06 -3.3028e-04 1.9923e+04 3.9999e-01
161 1.6174e-01 1.7500e+00 71 3.9999e-01 1.0954e+01 -3.8404e-04 -5.7485e-06 -3.3028e-04 1.9854e+04 3.9999e-01
162 1.6197e-01 1.7500e+00 71 3.9999e-01 1.0954e+01 -3.8404e-04 -5.7485e-06 -3.3028e-04 1.9785e+04 3.9999e-01
163 1.6220e-01 1.7750e+00 72 3.9999e-01 1.0954e+01 -3.9354e-04 -5.7965e-06 -3.3831e-04 1.9719e+04 3.9999e-01
164 1.6243e-01 1.7750e+00 72 3.9999e-01 1.0954e+01 -3.9354e-04 -5.7965e-06 -3.3831e-04 1.9654e+04 3.9999e-01
165 1.6266e-01 1.7750e+00 72 3.9999e-01 1.0954e+01 -3.9354e-04 -5.7965e-06 -3.3831e-04 1.9588e+04 3.9999e-01
166 1.6288e-01 1.7750e+00 72 3.9999e-01 1.0954e+01 -3.9354e-04 -5.7965e-06 -3.3831e-04 1.9524e+04 3.9999e-01
167 1.6311e-01 1.7750e+00 72 3.9999e-01 1.0954e+01 -3.9354e-04 -5.7965e-06 -3.3830e-04 1.9460e+04 3.9999e-01
168 1.6334e-01 1.7750e+00 72 3.9999e-01 1.0954e+01 -3.9354e-04 -5.7965e-06 -3.3830e-04 1.9396e+04 3.9999e-01
169 1.6357e-01 1.7750e+00 72 3.9999e-01 1.0954e+01 -3.9354e-04 -5.7965e-06 -3.3830e-04 1.9332e+04 3.9999e-01
170 1.6380e-01 1.7750e+00 72 3.9999e-01 1.0954e+01 -3.9354e-04 -5.7965e-06 -3.3830e-04 1.9269e+04 3.9999e-01
171 1.6403e-01 1.7750e+00 72 3.9999e-01 1.0954e+01 -3.9354e-04 -5.7965e-06 -3.3830e-04 1.9207e+04 3.9999e-01
172 1.6425e-01 1.7750e+00 72 3.9999e-01 1.0954e+01 -3.9354e-04 -5.7965e-06 -3.3830e-04 1.9144e+04 3.9999e-01
173 1.6448e-01 1.8000e+00 73 3.9999e-01 1.0954e+01 -4.0307e-04 -5.8430e-06 -3.4635e-04 1.9085e+04 3.9999e-01
