iteration_number time radius radius_size sum_phi r_dot velocity_top max_velocity RMS_velocity thickness_boundary porosity_center
96 1.4049e-02 2.1750e-01 88 4.0000e-01 1.5492e+01 -2.0507e-05 -2.6632e-07 -1.7938e-05 3.2580e+05 4.0000e-01
97 1.4065e-02 2.1750e-01 88 4.0000e-01 1.5492e+01 -2.0507e-05 -2.6632e-07 -1.7938e-05 3.2157e+05 4.0000e-01
98 1.4081e-02 2.1750e-01 88 4.0000e-01 1.5492e+01 -2.0507e-05 -2.6632e-07 -1.7938e-05 3.1745e+05 4.0000e-01
99 1.4098e-02 2.1750e-01 88 4.0000e-01 1.5492e+01 -2.0507e-05 -2.6632e-07 -1.7938e-05 3.1344e+05 4.0000e-01
100 1.4114e-02 2.1750e-01 88 4.0000e-01 1.5492e+01 -2.0507e-05 -2.6632e-07 -1.7938e-05 3.0953e+05 4.0000e-01
101 1.4130e-02 2.1750e-01 88 4.0000e-01 1.5492e+01 -2.0507e-05 -2.6632e-07 -1.7938e-05 3.0571e+05 4.0000e-01
102 1.4146e-02 2.1750e-01 88 4.0000e-01 1.5492e+01 -2.0507e-05 -2.6632e-07 -1.7938e-05 3.0198e+05 4.0000e-01
103 1.4162e-02 2.1750e-01 88 4.0000e-01 1.5492e+01 -2.0507e-05 -2.6632e-07 -1.7938e-05 2.9835e+05 4.0000e-01
104 1.4178e-02 2.1750e-01 88 4.0000e-01 1.5492e+01 -2.0507e-05 -2.6632e-07 -1.7938e-05 2.9480e+05 4.0000e-01
105 1.4194e-02 2.1750e-01 88 4.0000e-01 1.5492e+01 -2.0507e-05 -2.6632e-07 -1.7938e-05 2.9134e+05 4.0000e-01
106 1.4211e-02 2.2000e-01 89 4.0000e-01 1.5492e+01 -2.1212e-05 -2.7232e-07 -1.8555e-05 2.8339e+05 4.0000e-01
107 1.4227e-02 2.2000e-01 89 4.0000e-01 1.5492e+01 -2.1212e-05 -2.7232e-07 -1.8555e-05 2.8009e+05 4.0000e-01
108 1.4243e-02 2.2000e-01 89 4.0000e-01 1.5492e+01 -2.1212e-05 -2.7232e-07 -1.8555e-05 2.7687e+05 4.0000e-01
109 1.4259e-02 2.2000e-01 89 4.0000e-01 1.5492e+01 -2.1212e-05 -2.7232e-07 -1.8555e-05 2.7372e+05 4.0000e-01
110 1.4275e-02 2.2000e-01 89 4.0000e-01 1.5492e+01 -2.1212e-05 -2.7232e-07 -1.8555e-05 2.7064e+05 4.0000e-01
111 1.4291e-02 2.2000e-01 89 4.0000e-01 1.5492e+01 -2.1212e-05 -2.7232e-07 -1.8555e-05 2.6763e+05 4.0000e-01
112 1.4307e-02 2.2000e-01 89 4.0000e-01 1.5492e+01 -2.1212e-05 -2.7232e-07 -1.8555e-05 2.6468e+05 4.0000e-01
113 1.4324e-02 2.2000e-01 89 4.0000e-01 1.5492e+01 -2.1212e-05 -2.7232e-07 -1.8555e-05 2.6180e+05 4.0000e-01
114 1.4340e-02 2.2000e-01 89 4.0000e-01 1.5492e+01 -2.1212e-05 -2.7232e-07 -1.8555e-05 2.5898e+05 4.0000e-01
115 1.4356e-02 2.2000e-01 89 4.0000e-01 1.5492e+01 -2.1212e-05 -2.7232e-07 -1.8555e-05 2.5623e+05 4.0000e-01
116 1.4372e-02 2.2250e-01 90 4.0000e-01 1.5492e+01 -2.1933e-05 -2.7839e-07 -1.9185e-05 2.4938e+05 4.0000e-01
117 1.4388e-02 2.2250e-01 90 4.0000e-01 1.5492e+01 -2.1933e-05 -2.7839e-07 -1.9185e-05 2.4675e+05 4.0000e-01
118 1.4404e-02 2.2250e-01 90 4.0000e-01 1.5492e+01 -2.1933e-05 -2.7839e-07 -1.9185e-05 2.4417e+05 4.0000e-01
119 1.4420e-02 2.2250e-01 90 4.0000e-01 1.5492e+01 -2.1933e-05 -2.7839e-07 -1.9185e-05 2.4165e+05 4.0000e-01
120 1.4436e-02 2.2250e-01 90 4.0000e-01 1.5492e+01 -2.1933e-05 -2.7839e-07 -1.9185e-05 2.3917e+05 4.0000e-01
121 1.4453e-02 2.2250e-01 90 4.0000e-01 1.5492e+01 -2.1933e-05 -2.7839e-07 -1.9185e-05 2.3675e+05 4.0000e-01
122 1.4469e-02 2.2250e-01 90 4.0000e-01 1.5492e+01 -2.1933e-05 -2.7839e-07 -1.9185e-05 2.3438e+05 4.0000e-01
123 1.4485e-02 2.2250e-01 90 4.0000e-01 1.5492e+01 -2.1933e-05 -2.7839e-07 -1.9185e-05 2.3205e+05 4.0000e-01
124 1.4501e-02 2.2250e-01 90 4.0000e-01 1.5492e+01 -2.1933e-05 -2.7839e-07 -1.9185e-05 2.2977e+05 4.0000e-01
125 1.4517e-02 2.2250e-01 90 4.0000e-01 1.5492e+01 -2.1933e-05 -2.7839e-07 -1.9185e-05 2.2952e+05 4.0000e-01
126 1.4533e-02 2.2500e-01 91 4.0000e-01 1.5492e+01 -2.2670e-05 -2.8452e-07 -1.9830e-05 2.2159e+05 4.0000e-01
127 1.4549e-02 2.2500e-01 91 4.0000e-01 1.5492e+01 -2.2670e-05 -2.8452e-07 -1.9830e-05 2.2128e+05 4.0000e-01
128 1.4566e-02 2.2500e-01 91 4.0000e-01 1.5492e+01 -2.2670e-05 -2.8452e-07 -1.9830e-05 2.1918e+05 4.0000e-01
129 1.4582e-02 2.2500e-01 91 4.0000e-01 1.5492e+01 -2.2670e-05 -2.8452e-07 -1.9830e-05 2.1711e+05 4.0000e-01
130 1.4598e-02 2.2500e-01 91 4.0000e-01 1.5492e+01 -2.2670e-05 -2.8452e-07 -1.9830e-05 2.1509e+05 4.0000e-01
131 1.4614e-02 2.2500e-01 91 4.0000e-01 1.5492e+01 -2.2670e-05 -2.8452e-07 -1.9830e-05 2.1310e+05 4.0000e-01
132 1.4630e-02 2.2500e-01 91 4.0000e-01 1.5492e+01 -2.2670e-05 -2.8452e-07 -1.9830e-05 2.1115e+05 4.0000e-01
133 1.4646e-02 2.2500e-01 91 4.0000e-01 1.5492e+01 -2.2670e-05 -2.8452e-07 -1.9830e-05 2.0923e+05 4.0000e-01
134 1.4662e-02 2.2500e-01 91 4.0000e-01 1.5492e+01 -2.2670e-05 -2.8452e-07 -1.9830e-05 2.0735e+05 4.0000e-01
135 1.4679e-02 2.2500e-01 91 4.0000e-01 1.5492e+01 -2.2670e-05 -2.8452e-07 -1.9830e-05 2.0550e+05 4.0000e-01
